round	time	inputs	outputs	response
0	41.92223525	295	10	Keep the conversation simple and focus on the topic.
1	2.87869596	291	9	A great way to make life more enjoyable.
2	0.55417132	296	11	Giving each other room and respecting each other's opinions.
3	3.41838408	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.88114119	293	12	You can see all of our locations by visiting our website.
5	11.68980074	299	6	I am in the brain.
6	11.03697610	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.87434101	300	6	Stealing time to sleep.
8	1.58773470	312	8	Make an offer; bargain or accept.
9	14.98366618	290	7	How did you like the lecture?
10	3.27222824	293	13	Planning and setting up a party the day before or after.
11	2.05762100	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.96556234	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	24.72420955	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	41.90469480	299	9	What are the benefits of netflix family?
15	0.48313618	299	8	Be clear on what you really want.
16	39.67144036	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	17.77988648	307	10	Look at other options that may be less stressful.
18	10.64163756	294	9	I'm doing some work on my laptop.
19	4.20916533	299	11	Sorry, I don't understand what you're asking.
20	5.32044601	295	8	I just sent you a friend request.
21	41.66976953	296	7	Just read through the material thoroughly.
22	11.70445848	293	11	You know him. You think he's an idiot.
23	11.46134424	297	9	Think, be clear, and stay calm.
24	9.92253733	300	10	We sure hope they get the job, right?
25	2.05249476	296	8	Are you sure you want the first?
26	17.53462863	292	7	Be honest with yourself and others.
27	7.30400181	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	39.74181080	291	9	I'm in Washington, D.C.
29	4.23475313	297	10	I have an idea that'll cheer u up!
30	0.81082606	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	49.31488109	336	6	lily-oh-nine
32	0.65421629	291	12	Get to know a few of your partner's friends first.
33	41.97155690	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	40.92620397	302	6	I don't have it.
35	10.55211616	302	11	Ask him what he would like and act on it.
36	10.00857377	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.59055448	296	11	We're wired to be attracted to the wrong people.
38	39.37972164	292	13	You can become more persuasive by understanding the other person's perspective.
39	3.89848042	303	14	The key to negotiation is to be honest and clear from the start.
40	32.64899158	298	11	Let your landlord know you are ready to pay rent.
41	9.62783051	296	8	The following two options are both available:
42	10.22319460	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	41.46073580	295	7	I don't think I do.
44	42.58987284	303	6	Listen more than you speak.
45	2.80966759	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.37228870	294	3	A lot.
47	15.06896472	292	5	Nike, because...
48	40.13977623	295	17	If you can't find what you are looking for, come to me and ask.
49	0.57036042	300	11	Don't go to bed too late or too early.
50	0.41723180	298	7	Keep your head in the game.
51	42.15593767	297	12	I don't like to gossip about others' personal lives.
52	39.33341932	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	41.20613313	288	9	how r u? can i help u?
54	9.63119745	291	8	Yes, I'm doing just fine.
55	43.28099012	290	5	We should be friends.
56	41.36460853	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	42.66709995	300	6	Thank you for your business.
58	0.57263303	299	11	Make a guest list, plan, and be prepared.
59	1.33821559	291	4	New York City.
60	36.96106911	292	9	Making clear requests and sticking to your guns.
61	2.60493135	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
