round	time	inputs	outputs	response
0	43.11208940	295	10	Keep the conversation simple and focus on the topic.
1	2.93492031	291	9	A great way to make life more enjoyable.
2	0.55747700	296	11	Giving each other room and respecting each other's opinions.
3	3.46296549	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.95861888	293	12	You can see all of our locations by visiting our website.
5	11.80331779	299	6	I am in the brain.
6	10.58350754	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.87856936	300	6	Stealing time to sleep.
8	1.51683617	312	8	Make an offer; bargain or accept.
9	14.26832962	290	7	How did you like the lecture?
10	3.14845061	293	13	Planning and setting up a party the day before or after.
11	2.07075882	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.94168925	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	24.93459225	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	43.63729048	299	9	What are the benefits of netflix family?
15	0.47792244	299	8	Be clear on what you really want.
16	39.61147189	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.73050165	307	10	Look at other options that may be less stressful.
18	10.41804814	294	9	I'm doing some work on my laptop.
19	4.23368883	299	11	Sorry, I don't understand what you're asking.
20	5.34993148	295	8	I just sent you a friend request.
21	42.74956918	296	7	Just read through the material thoroughly.
22	11.32267404	293	11	You know him. You think he's an idiot.
23	10.98661757	297	9	Think, be clear, and stay calm.
24	9.97026110	300	10	We sure hope they get the job, right?
25	2.06217051	296	8	Are you sure you want the first?
26	17.73890924	292	7	Be honest with yourself and others.
27	6.94092393	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	41.88086748	291	9	I'm in Washington, D.C.
29	4.23514056	297	10	I have an idea that'll cheer u up!
30	0.80505824	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	48.44134331	336	6	lily-oh-nine
32	0.63047862	291	12	Get to know a few of your partner's friends first.
33	42.33190632	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	43.81034327	302	6	I don't have it.
35	10.69990301	302	11	Ask him what he would like and act on it.
36	9.92754483	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.55816531	296	11	We're wired to be attracted to the wrong people.
38	41.88476324	292	13	You can become more persuasive by understanding the other person's perspective.
39	3.96038723	303	14	The key to negotiation is to be honest and clear from the start.
40	33.37077117	298	11	Let your landlord know you are ready to pay rent.
41	9.74920368	296	8	The following two options are both available:
42	10.33779883	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	39.73283005	295	7	I don't think I do.
44	40.77570128	303	6	Listen more than you speak.
45	2.83805537	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.37928128	294	3	A lot.
47	15.19836402	292	5	Nike, because...
48	42.61387730	295	17	If you can't find what you are looking for, come to me and ask.
49	0.60012531	300	11	Don't go to bed too late or too early.
50	0.41890955	298	7	Keep your head in the game.
51	42.17055488	297	12	I don't like to gossip about others' personal lives.
52	39.69960999	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	41.27002144	288	9	how r u? can i help u?
54	9.71025610	291	8	Yes, I'm doing just fine.
55	39.51553273	290	5	We should be friends.
56	40.36218214	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	42.70805025	300	6	Thank you for your business.
58	0.68752837	299	11	Make a guest list, plan, and be prepared.
59	1.63751459	291	4	New York City.
60	39.73878312	292	9	Making clear requests and sticking to your guns.
61	2.60096645	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	42.36146617	292	8	How can I approach a new customer?
63	20.36719298	296	4	Have a backup.
64	42.33090854	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	41.56830978	290	12	Just got back in, and I'm feeling tired already.
66	12.40862155	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.11297870	301	8	Negotiate in a friendly manner.
68	39.94686890	297	9	I’m good thanks, yourself?
69	3.36617541	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.59830141	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.66787934	296	8	How can I stop procrastinating?
72	43.72831893	303	15	How can I take time to relax and be a well-rounded person?
73	15.53378940	300	14	What? I just asked if you're going out after work tonight.
74	41.26003265	303	11	Kids means more responsibility, time, and maintenance costs.
75	41.14860153	295	10	Be optimistic, be careful, and be prepared.
76	6.09843159	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	43.20750713	298	6	Ask for what you want.
78	41.82051277	291	9	How would you like your brain to be?
79	40.74387884	297	8	How can I deal with stressful situations?
80	0.59267616	294	9	Don't be afraid to take a chance.
81	3.75216556	288	10	How can I meet lots of cool new people?
82	2.15370250	295	10	The Brain is the size of the tip of your
83	10.29585576	292	7	We are not interested in humans.
84	0.45971203	297	6	A book on time management.
85	41.89577150	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	42.79790950	297	10	Plan ahead and be open to the many possibilities.
87	20.56543207	292	4	I am working.
88	43.50423765	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	42.07434368	300	5	I'll be there.
90	13.85691381	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	18.30766749	292	11	Well...It's cold, and I'm hungry.
92	38.26342583	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.38217044	298	17	No, I am not in Asda. I sell software services to other businesses.
94	39.77158284	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.54409480	301	8	Pick a day and see it through.
96	11.27479649	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	41.19556665	296	9	Never... well, except the old ways.
98	41.33025289	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	26.61550021	295	13	What was it exactly? I will need time to process this.
100	42.56534219	301	10	It's not possible to skype with you.
101	41.69314981	291	7	Taking a business approach to negotiation.
102	42.79931021	299	5	3:30AM.
103	42.56347108	295	8	I did. I saw a mouse.
104	39.32922268	287	8	A strong sense of self-awareness.
105	0.72752714	301	14	You're going to be spending a lot of time with your family.
106	1.22338772	290	12	Ask for exactly what you need in the most polite manner.
107	41.43737864	291	15	I'm working, but I'd like you to relax with a friend.
108	42.22671032	292	15	[  No, I don't know anything about going swimming, I'll
109	0.72956944	302	14	No way. You're the one who voted for this fucking guy.
110	8.97531366	297	5	You're so high.
111	22.04403472	296	12	School counselors are responsible for the safety of the whole school.
112	3.89634848	290	29	You should be nice, friendly, and open to all sorts of different viewpoints. To get the most out of this, be a good listener.
113	42.95131731	297	8	A cake, card, and present.
114	8.61435246	294	3	i'm bored
115	9.89724660	294	18	Cleaning the house is something that should be done, regardless of how busy one is.
116	43.90122461	305	5	I'm up for it
117	41.61817408	292	11	Being honest, being prepared, and showing good manners.
118	1.09584427	296	20	I don't want to be rude. I know that all of you live in the same neighborhood.
119	22.78079486	294	11	I am Sandra Donovan from BRAIN-Tec.
120	10.56058455	299	3	Can't go
121	10.92884946	298	27	That's very kind. This is Dr. Brain. I'm your host, and I'm here to give you a little help.
122	23.07077026	295	23	I'm really sorry to hear that, but I hope the rest of your day is less hectic than today.
123	2.34660578	292	12	Be patient. It's a skill that can be learned.
124	41.50638103	291	9	Taking a personal approach and being assertive.
