round	time	inputs	outputs	response
0	40.60537481	295	10	Keep the conversation simple and focus on the topic.
1	2.90510273	291	9	A great way to make life more enjoyable.
2	0.55530238	296	11	Giving each other room and respecting each other's opinions.
3	3.43004465	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.90270042	293	12	You can see all of our locations by visiting our website.
5	11.75113440	299	6	I am in the brain.
6	10.52067804	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.88022900	300	6	Stealing time to sleep.
8	1.51151514	312	8	Make an offer; bargain or accept.
9	14.08845091	290	7	How did you like the lecture?
10	3.10830307	293	13	Planning and setting up a party the day before or after.
11	2.04606652	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.92986774	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	24.74979472	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	43.38469338	299	9	What are the benefits of netflix family?
15	0.47758889	299	8	Be clear on what you really want.
16	39.39590478	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.68749857	307	10	Look at other options that may be less stressful.
18	10.31826925	294	9	I'm doing some work on my laptop.
19	4.18317413	299	11	Sorry, I don't understand what you're asking.
20	5.28800225	295	8	I just sent you a friend request.
21	43.01882052	296	7	Just read through the material thoroughly.
22	11.34418082	293	11	You know him. You think he's an idiot.
23	11.01232791	297	9	Think, be clear, and stay calm.
24	9.92179179	300	10	We sure hope they get the job, right?
25	2.05551314	296	8	Are you sure you want the first?
26	18.45475864	292	7	Be honest with yourself and others.
27	7.33896208	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	40.80761480	291	9	I'm in Washington, D.C.
29	4.03613520	297	10	I have an idea that'll cheer u up!
30	0.80369759	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	45.14317036	336	6	lily-oh-nine
32	0.61072612	291	12	Get to know a few of your partner's friends first.
33	40.23419547	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	40.91419315	302	6	I don't have it.
35	10.66302371	302	11	Ask him what he would like and act on it.
36	9.88515043	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.55514455	296	11	We're wired to be attracted to the wrong people.
38	41.97458625	292	13	You can become more persuasive by understanding the other person's perspective.
39	3.95870376	303	14	The key to negotiation is to be honest and clear from the start.
40	35.02895927	298	11	Let your landlord know you are ready to pay rent.
41	9.73646879	296	8	The following two options are both available:
42	10.33444571	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	39.49160242	295	7	I don't think I do.
44	41.73511815	303	6	Listen more than you speak.
45	2.83121991	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.37509751	294	3	A lot.
47	15.09813333	292	5	Nike, because...
48	40.60709786	295	17	If you can't find what you are looking for, come to me and ask.
49	0.57258868	300	11	Don't go to bed too late or too early.
50	0.41953683	298	7	Keep your head in the game.
51	40.28642368	297	12	I don't like to gossip about others' personal lives.
52	41.52611041	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	40.91938138	288	9	how r u? can i help u?
54	9.68179727	291	8	Yes, I'm doing just fine.
55	39.47056437	290	5	We should be friends.
56	40.25168204	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	42.95286965	300	6	Thank you for your business.
58	0.69139433	299	11	Make a guest list, plan, and be prepared.
59	1.64558864	291	4	New York City.
60	38.06340599	292	9	Making clear requests and sticking to your guns.
61	2.60428071	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	39.83705640	292	8	How can I approach a new customer?
63	18.01379895	296	4	Have a backup.
64	41.95375371	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	40.40838552	290	12	Just got back in, and I'm feeling tired already.
66	11.91293979	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.10821033	301	8	Negotiate in a friendly manner.
68	41.76165366	297	9	I’m good thanks, yourself?
69	3.36992478	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.45331359	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.36115432	296	8	How can I stop procrastinating?
72	42.96420074	303	15	How can I take time to relax and be a well-rounded person?
73	14.13287878	300	14	What? I just asked if you're going out after work tonight.
74	42.85618949	303	11	Kids means more responsibility, time, and maintenance costs.
75	40.08074164	295	10	Be optimistic, be careful, and be prepared.
76	6.14104366	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	42.75676537	298	6	Ask for what you want.
78	41.63899016	291	9	How would you like your brain to be?
79	42.67370677	297	8	How can I deal with stressful situations?
80	0.49630952	294	9	Don't be afraid to take a chance.
81	3.04469275	288	10	How can I meet lots of cool new people?
82	1.76185060	295	10	The Brain is the size of the tip of your
83	9.60306454	292	7	We are not interested in humans.
84	0.45848846	297	6	A book on time management.
85	41.44185734	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	39.93544102	297	10	Plan ahead and be open to the many possibilities.
87	20.40197206	292	4	I am working.
88	41.29938865	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	42.05586004	300	5	I'll be there.
90	14.38814616	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	15.61772346	292	11	Well...It's cold, and I'm hungry.
92	37.21312213	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.37767458	298	17	No, I am not in Asda. I sell software services to other businesses.
94	41.40266919	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.45858669	301	8	Pick a day and see it through.
96	9.17433906	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	39.82914400	296	9	Never... well, except the old ways.
98	39.55240226	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	24.03155112	295	13	What was it exactly? I will need time to process this.
100	40.16102171	301	10	It's not possible to skype with you.
101	38.99432731	291	7	Taking a business approach to negotiation.
102	39.83928895	299	5	3:30AM.
103	39.91401672	295	8	I did. I saw a mouse.
104	41.14580059	287	8	A strong sense of self-awareness.
105	0.72702837	301	14	You're going to be spending a lot of time with your family.
106	1.22510266	290	12	Ask for exactly what you need in the most polite manner.
107	41.66658926	291	15	I'm working, but I'd like you to relax with a friend.
108	39.65734196	292	15	[  No, I don't know anything about going swimming, I'll
109	0.72631741	302	14	No way. You're the one who voted for this fucking guy.
110	8.90400314	297	5	You're so high.
111	19.79761767	296	12	School counselors are responsible for the safety of the whole school.
112	3.48802495	290	29	You should be nice, friendly, and open to all sorts of different viewpoints. To get the most out of this, be a good listener.
113	39.94649148	297	8	A cake, card, and present.
114	8.55955243	294	3	i'm bored
115	9.83132529	294	18	Cleaning the house is something that should be done, regardless of how busy one is.
116	42.29538727	305	5	I'm up for it
117	39.01865578	292	11	Being honest, being prepared, and showing good manners.
118	0.90058565	296	20	I don't want to be rude. I know that all of you live in the same neighborhood.
119	22.08652353	294	11	I am Sandra Donovan from BRAIN-Tec.
120	10.53437328	299	3	Can't go
121	10.07664514	298	27	That's very kind. This is Dr. Brain. I'm your host, and I'm here to give you a little help.
122	21.44831109	295	23	I'm really sorry to hear that, but I hope the rest of your day is less hectic than today.
123	2.33876133	292	12	Be patient. It's a skill that can be learned.
124	39.91878366	291	9	Taking a personal approach and being assertive.
125	18.65871644	288	1	Hey
126	0.72638106	298	14	Being passionate, having a plan, and always having an exit strategy.
127	40.73847771	294	11	Go if you have a good attitude and enjoy yourself.
128	42.12013650	299	8	I think that should be a priority.
129	0.38152695	293	6	Plan ahead and be prepared.
130	8.32745552	295	212	If it's worth it, put in the effort. I think the best thing to do in this situation is to not only take a deep breath, but also be ready and willing to walk away from the audition if you're not comfortable with the process. And this would be especially true if you're auditioning in front of someone you find intimidating or not very familiar with. I've been told by an auditioner that this is the most difficult part of the audition process for him. The other advice I would give here is to treat yourself the way you would want to be treated. If you feel nervous or intimidated, don't allow it to dictate your actions. Go in and do your best, no matter how bad it is. If it improves, great. If it doesn't, don't get too down on yourself. I have a friend who, if her first audition didn't go well, would get in her car and drive off crying. You can imagine how that would end up for her on the side of the highway or in a ditch.
131	11.20317912	295	9	Spending quality time with friends and family.
132	0.28889871	288	4	Are you okay?
133	4.16949058	298	29	We suggest starting with the customer by saying something like, “Welcome to Brain Doctors. I’m pleased to meet you.”
134	39.87948895	301	15	We will start next week, so I have not set the slot yet.
135	15.01415467	297	13	No. When we have, I'll get back to you.
136	43.13956022	305	16	Please leave a message or call if there is anything we can help you with.
137	0.59477186	299	9	Thank you. Your reward will be soon.
138	19.37502551	294	9	Follow up to any follow-up questions.
139	5.02326322	292	6	Take a break and relax.
140	3.91269755	293	6	Wake up on time.
141	3.94615722	292	13	Avoiding confrontations and accepting constructive criticism can improve team communication.
142	33.45747399	294	15	Yeah, this is the BRAIN. How can I solve your problem?
143	39.65743518	296	14	Do you see the difference between "dog" and "walked"?
144	17.63220811	297	11	What are some ways we might be able to communicate?
145	8.96559739	292	7	I am having a great day!
146	26.38436484	300	3	Sounds good!
147	42.04383850	295	5	Why do you ask?
148	0.61133838	289	12	Make sure you are comfortable with yourself before asking for anything.
149	1.10952759	297	10	Visit http://www.braincafe.it
150	0.76455736	298	5	We will be here.
151	41.34111285	292	13	I don't know... but I do know that we're working
152	0.61663318	325	11	Sorry, we have closed the call. Thank you.
153	41.45849657	309	24	I'm currently working. I have a lot of things to do. I'm not sure if I can do it.
154	39.50017905	289	11	Be prepared and understand your opponent's point of view.
155	17.76797557	296	4	What is it?
156	39.22218037	292	15	Practice first, get feedback, and get it all down on paper.
157	42.93294835	300	14	Be confident and never give in to someone who has control over you.
158	7.96631384	301	10	Nicky? Yeah, she was having sex with
159	41.46918559	292	5	Taking a new approach.
160	8.13898420	299	12	This is a personal message from your favorite website and we are
161	2.72345376	302	8	No bouncy castles in the hall.
162	10.01987243	299	11	You must first determine if you are looking for something.
163	12.89867091	291	2	Yes.
164	1.31281328	314	7	Keep your cool and be diplomatic.
165	0.78516555	290	7	Thanks. I love you to!
166	0.35624719	300	4	Incoming messages!
167	0.45077085	295	6	Start early and be prepared.
168	5.37675238	296	7	Imagine Dragons are coming to us!
169	50.92839670	361	50	The car did not appear to be at fault so there is little point having it checked. Can you describe the display message? Do you have your contract with a mechanic who services the cars on your car? I will add this information to the database.
170	1.01565504	304	22	I have no such plans. But if you and your parents want to visit me, let just me know.
171	1.60279918	289	12	There is a certain etiquette when having a discussion about money.
172	43.69088578	300	14	I'll be glad to help. What would you like from me?
173	3.60584497	297	8	This time and effort will help others.
174	28.72020698	296	13	Negate any negative images that you have about a particular field.
175	41.72888637	298	11	Have you heard the new 30 Seconds to Mars album?
176	1.41640234	290	14	I'm afraid I must insist that you put down that cell phone.
177	11.09130716	301	17	"The one who is least likely to succeed is the one who says he will."
178	42.87138009	292	11	Negotiation is the most important thing in any business.
179	0.87848759	293	19	Take a break from work every so often and spend quality time with the people you care about.
180	0.57163358	294	11	I am not sure. I will let you know.
181	39.80282927	292	12	Having a clear goal in mind before you begin your negotiation.
182	12.02768540	310	4	Yes we know :)
183	0.40439820	292	5	Avoiding power plays.
184	18.09878087	288	2	Hello!
185	0.38391066	295	6	Are you familiar with it?
186	14.32819963	296	10	A tattoo is a great way to express yourself.
187	2.46052122	296	12	I’ll need to use the downstairs toilet first.
188	0.64684558	298	9	In some countries traffic is on the right.
189	40.82491541	292	10	How to improve your interpersonal skills and relationship skills.
190	44.91664171	313	19	When I found the task is not interesting for me I will not be able to complete it.
191	1.97571683	294	9	Responding to messages in a timely manner.
192	0.68860555	291	11	We can work together to solve problems and grow together.
193	0.80645657	296	16	We all are the creators of our own happiness. We can do it! :)
194	16.57987356	297	5	Let me see it.
195	43.69188523	306	5	Take time to research.
196	41.46718383	292	9	I hear you. I hate her too.
197	47.48050332	331	8	Have a vegetarian/vegan option.
198	0.57405972	295	10	Are you referring to some time in the future?
199	5.29580045	291	3	Have courage.
200	41.43651223	291	13	We are available 24/7. What problem are you experiencing?
201	5.15287113	295	14	I don't know, why don't you go and find out?
202	42.04645610	308	17	Merry Christmas! Wishing you and Elena the very best for the holiday season!
203	0.38125300	295	6	He was a great date.
204	41.42131281	293	9	It’s just not that easy.
205	0.68908715	289	10	Why did you choose to look up this question?
206	28.22719455	296	5	Going out to eat.
207	0.38194346	290	1	hi
208	47.17298055	329	6	Start creating your own business!
209	31.92017317	292	9	Learning to listen, and being open minded.
210	38.85466957	294	11	No, I don't think that will help me.
