round	time	inputs	outputs	response
0	43.57347274	295	10	Keep the conversation simple and focus on the topic.
1	2.97202587	291	9	A great way to make life more enjoyable.
2	0.56216097	296	11	Giving each other room and respecting each other's opinions.
3	3.50190997	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	7.06151557	293	12	You can see all of our locations by visiting our website.
5	12.00256300	299	6	I am in the brain.
6	10.74649835	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.89124107	300	6	Stealing time to sleep.
8	1.53825235	312	8	Make an offer; bargain or accept.
9	14.45429897	290	7	How did you like the lecture?
10	3.19908071	293	13	Planning and setting up a party the day before or after.
11	2.10449362	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.95145965	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	25.24330497	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	44.26895976	299	9	What are the benefits of netflix family?
15	0.48173165	299	8	Be clear on what you really want.
16	39.99053216	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	17.01630402	307	10	Look at other options that may be less stressful.
18	10.58035898	294	9	I'm doing some work on my laptop.
19	4.28267837	299	11	Sorry, I don't understand what you're asking.
20	5.42537260	295	8	I just sent you a friend request.
21	44.77573919	296	7	Just read through the material thoroughly.
22	12.16922307	293	11	You know him. You think he's an idiot.
23	11.92123699	297	9	Think, be clear, and stay calm.
24	10.09843373	300	10	We sure hope they get the job, right?
25	2.09087610	296	8	Are you sure you want the first?
26	18.02793860	292	7	Be honest with yourself and others.
27	7.04422307	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	42.25180292	291	9	I'm in Washington, D.C.
29	4.11244059	297	10	I have an idea that'll cheer u up!
30	0.81352901	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	48.94385862	336	6	lily-oh-nine
32	0.66934466	291	12	Get to know a few of your partner's friends first.
33	43.74093151	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	43.00469756	302	6	I don't have it.
35	11.42848349	302	11	Ask him what he would like and act on it.
36	10.60210633	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.56390214	296	11	We're wired to be attracted to the wrong people.
38	40.23989177	292	13	You can become more persuasive by understanding the other person's perspective.
39	4.00070572	303	14	The key to negotiation is to be honest and clear from the start.
40	33.56743073	298	11	Let your landlord know you are ready to pay rent.
41	9.91917467	296	8	The following two options are both available:
42	10.50706863	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	40.84182668	295	7	I don't think I do.
44	41.27250528	303	6	Listen more than you speak.
45	2.99473882	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.40073323	294	3	A lot.
47	15.58663893	292	5	Nike, because...
48	41.61036563	295	17	If you can't find what you are looking for, come to me and ask.
49	0.58019066	300	11	Don't go to bed too late or too early.
50	0.42563677	298	7	Keep your head in the game.
51	40.66279054	297	12	I don't like to gossip about others' personal lives.
52	40.45461082	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	39.74963045	288	9	how r u? can i help u?
54	9.85501671	291	8	Yes, I'm doing just fine.
55	40.13785648	290	5	We should be friends.
56	40.94288278	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	43.48510551	300	6	Thank you for your business.
58	0.58086157	299	11	Make a guest list, plan, and be prepared.
59	1.36030674	291	4	New York City.
60	39.07204485	292	9	Making clear requests and sticking to your guns.
61	2.65628958	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	42.56016445	292	8	How can I approach a new customer?
63	18.38608170	296	4	Have a backup.
64	42.68462086	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	39.82763457	290	12	Just got back in, and I'm feeling tired already.
66	11.67306304	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.12832117	301	8	Negotiate in a friendly manner.
68	40.30579352	297	9	I’m good thanks, yourself?
69	3.43919611	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.48259139	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.38542223	296	8	How can I stop procrastinating?
72	41.24725938	303	15	How can I take time to relax and be a well-rounded person?
73	14.46200538	300	14	What? I just asked if you're going out after work tonight.
74	41.24494410	303	11	Kids means more responsibility, time, and maintenance costs.
75	40.68688893	295	10	Be optimistic, be careful, and be prepared.
76	5.21370268	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	41.26534319	298	6	Ask for what you want.
78	39.83888984	291	9	How would you like your brain to be?
79	40.90795851	297	8	How can I deal with stressful situations?
80	0.50305367	294	9	Don't be afraid to take a chance.
81	3.10839987	288	10	How can I meet lots of cool new people?
82	1.79491472	295	10	The Brain is the size of the tip of your
83	9.80437279	292	7	We are not interested in humans.
84	0.46706700	297	6	A book on time management.
85	40.27809405	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	43.28777289	297	10	Plan ahead and be open to the many possibilities.
87	20.88528824	292	4	I am working.
88	44.91924953	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	43.16819859	300	5	I'll be there.
90	14.10012579	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	15.84025955	292	11	Well...It's cold, and I'm hungry.
92	36.50851560	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.39635396	298	17	No, I am not in Asda. I sell software services to other businesses.
94	40.13794184	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.46508503	301	8	Pick a day and see it through.
96	9.33572531	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	40.59318781	296	9	Never... well, except the old ways.
98	40.45666504	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	24.56756687	295	13	What was it exactly? I will need time to process this.
100	40.85871601	301	10	It's not possible to skype with you.
101	39.73091483	291	7	Taking a business approach to negotiation.
102	40.60291266	299	5	3:30AM.
103	40.42262697	295	8	I did. I saw a mouse.
104	39.66333103	287	8	A strong sense of self-awareness.
105	0.73641109	301	14	You're going to be spending a lot of time with your family.
106	1.24308562	290	12	Ask for exactly what you need in the most polite manner.
107	39.78581977	291	15	I'm working, but I'd like you to relax with a friend.
