round	time	inputs	outputs	response
0	42.64399981	295	10	Keep the conversation simple and focus on the topic.
1	2.90721750	291	9	A great way to make life more enjoyable.
2	0.55536652	296	11	Giving each other room and respecting each other's opinions.
3	3.42691064	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.88874793	293	12	You can see all of our locations by visiting our website.
5	11.70997381	299	6	I am in the brain.
6	10.48342013	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.87400985	300	6	Stealing time to sleep.
8	1.50631356	312	8	Make an offer; bargain or accept.
9	14.10000706	290	7	How did you like the lecture?
10	3.11335325	293	13	Planning and setting up a party the day before or after.
11	2.04651737	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.93111372	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	24.61143494	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	43.04658556	299	9	What are the benefits of netflix family?
15	0.48132181	299	8	Be clear on what you really want.
16	38.65883875	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.62601995	307	10	Look at other options that may be less stressful.
18	10.30127859	294	9	I'm doing some work on my laptop.
19	4.17887568	299	11	Sorry, I don't understand what you're asking.
20	5.28690839	295	8	I just sent you a friend request.
21	40.91958475	296	7	Just read through the material thoroughly.
22	11.18352008	293	11	You know him. You think he's an idiot.
23	10.89830375	297	9	Think, be clear, and stay calm.
24	9.83981013	300	10	We sure hope they get the job, right?
25	2.03698492	296	8	Are you sure you want the first?
26	17.54867435	292	7	Be honest with yourself and others.
27	6.85206246	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	38.93273139	291	9	I'm in Washington, D.C.
29	3.97415614	297	10	I have an idea that'll cheer u up!
30	0.81827855	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	44.17512393	336	6	lily-oh-nine
32	0.63354540	291	12	Get to know a few of your partner's friends first.
33	39.41179180	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	40.40348125	302	6	I don't have it.
35	10.58839273	302	11	Ask him what he would like and act on it.
36	11.45061707	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.66288376	296	11	We're wired to be attracted to the wrong people.
38	39.79009604	292	13	You can become more persuasive by understanding the other person's perspective.
39	3.90296626	303	14	The key to negotiation is to be honest and clear from the start.
40	34.86236358	298	11	Let your landlord know you are ready to pay rent.
41	9.63839483	296	8	The following two options are both available:
42	10.20739245	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	40.32848644	295	7	I don't think I do.
44	42.43584108	303	6	Listen more than you speak.
45	2.80269122	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.36141562	294	3	A lot.
47	16.46430421	292	5	Nike, because...
48	40.89010119	295	17	If you can't find what you are looking for, come to me and ask.
49	0.56803942	300	11	Don't go to bed too late or too early.
50	0.41630983	298	7	Keep your head in the game.
51	42.03385043	297	12	I don't like to gossip about others' personal lives.
52	41.49137902	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	40.83856535	288	9	how r u? can i help u?
54	9.55394125	291	8	Yes, I'm doing just fine.
55	41.10928679	290	5	We should be friends.
56	41.67973399	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	42.54820299	300	6	Thank you for your business.
58	0.56730676	299	11	Make a guest list, plan, and be prepared.
59	1.32291031	291	4	New York City.
60	39.05196166	292	9	Making clear requests and sticking to your guns.
61	2.57957101	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	41.09233856	292	8	How can I approach a new customer?
63	19.33306003	296	4	Have a backup.
64	42.59671617	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	41.73005271	290	12	Just got back in, and I'm feeling tired already.
66	11.71366405	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.34264541	301	8	Negotiate in a friendly manner.
68	40.77691031	297	9	I’m good thanks, yourself?
69	3.32437253	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.43516827	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.34360075	296	8	How can I stop procrastinating?
72	42.61739969	303	15	How can I take time to relax and be a well-rounded person?
73	15.98203444	300	14	What? I just asked if you're going out after work tonight.
74	40.92242026	303	11	Kids means more responsibility, time, and maintenance costs.
75	40.92583132	295	10	Be optimistic, be careful, and be prepared.
76	4.87599611	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	41.12305379	298	6	Ask for what you want.
78	38.98246956	291	9	How would you like your brain to be?
79	39.86828470	297	8	How can I deal with stressful situations?
