round	time	inputs	outputs	response
0	47.65610337	295	10	Keep the conversation simple and focus on the topic.
1	5.34180045	291	9	A great way to make life more enjoyable.
2	0.97773504	296	11	Giving each other room and respecting each other's opinions.
3	5.97910047	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.96018147	293	12	You can see all of our locations by visiting our website.
5	11.81728840	299	6	I am in the brain.
6	10.54917884	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.87782621	300	6	Stealing time to sleep.
8	1.51488328	312	8	Make an offer; bargain or accept.
9	14.21792507	290	7	How did you like the lecture?
10	3.14934754	293	13	Planning and setting up a party the day before or after.
11	2.07390141	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.94465780	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	25.87467551	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	43.81470227	299	9	What are the benefits of netflix family?
15	0.47526550	299	8	Be clear on what you really want.
16	39.61297679	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.79313302	307	10	Look at other options that may be less stressful.
18	10.38815594	294	9	I'm doing some work on my laptop.
19	4.20715213	299	11	Sorry, I don't understand what you're asking.
20	5.34912419	295	8	I just sent you a friend request.
21	42.87153292	296	7	Just read through the material thoroughly.
22	11.32805681	293	11	You know him. You think he's an idiot.
23	11.06044579	297	9	Think, be clear, and stay calm.
24	9.91865540	300	10	We sure hope they get the job, right?
25	2.07937121	296	8	Are you sure you want the first?
26	17.75847411	292	7	Be honest with yourself and others.
27	6.93292189	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	40.18643284	291	9	I'm in Washington, D.C.
29	4.01819634	297	10	I have an idea that'll cheer u up!
30	0.80415297	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	48.06352901	336	6	lily-oh-nine
32	0.62736392	291	12	Get to know a few of your partner's friends first.
33	39.83780789	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	40.86438870	302	6	I don't have it.
35	10.68761349	302	11	Ask him what he would like and act on it.
36	9.91950822	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.55700874	296	11	We're wired to be attracted to the wrong people.
38	39.77379441	292	13	You can become more persuasive by understanding the other person's perspective.
39	4.23973870	303	14	The key to negotiation is to be honest and clear from the start.
40	35.52542830	298	11	Let your landlord know you are ready to pay rent.
41	10.46891332	296	8	The following two options are both available:
42	11.17813969	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
