round	time	inputs	outputs	response
0	43.39790368	295	10	Keep the conversation simple and focus on the topic.
1	2.97976780	291	9	A great way to make life more enjoyable.
2	0.56601548	296	11	Giving each other room and respecting each other's opinions.
3	3.51497388	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	7.04094911	293	12	You can see all of our locations by visiting our website.
5	11.96633720	299	6	I am in the brain.
6	10.75718641	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.89678550	300	6	Stealing time to sleep.
8	1.54826784	312	8	Make an offer; bargain or accept.
9	14.45437098	290	7	How did you like the lecture?
10	3.18803501	293	13	Planning and setting up a party the day before or after.
11	2.09807515	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.95763969	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	25.24622464	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	43.97582412	299	9	What are the benefits of netflix family?
15	0.48445749	299	8	Be clear on what you really want.
16	40.03269935	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	17.01164103	307	10	Look at other options that may be less stressful.
18	10.52944469	294	9	I'm doing some work on my laptop.
19	4.28561926	299	11	Sorry, I don't understand what you're asking.
20	5.63374209	295	8	I just sent you a friend request.
21	43.08985996	296	7	Just read through the material thoroughly.
22	12.12527633	293	11	You know him. You think he's an idiot.
23	11.82213449	297	9	Think, be clear, and stay calm.
24	10.06811595	300	10	We sure hope they get the job, right?
25	2.09861898	296	8	Are you sure you want the first?
26	18.93257856	292	7	Be honest with yourself and others.
27	7.41648436	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	42.02475715	291	9	I'm in Washington, D.C.
29	4.10302663	297	10	I have an idea that'll cheer u up!
30	0.81851816	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	48.50852489	336	6	lily-oh-nine
32	0.64055228	291	12	Get to know a few of your partner's friends first.
33	42.82322526	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	44.18015218	302	6	I don't have it.
35	11.52007675	302	11	Ask him what he would like and act on it.
36	10.57293391	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.56734800	296	11	We're wired to be attracted to the wrong people.
38	43.00928664	292	13	You can become more persuasive by understanding the other person's perspective.
39	4.27709246	303	14	The key to negotiation is to be honest and clear from the start.
40	34.50999808	298	11	Let your landlord know you are ready to pay rent.
41	9.95640945	296	8	The following two options are both available:
42	10.53800249	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	43.80567765	295	7	I don't think I do.
44	45.60382915	303	6	Listen more than you speak.
45	3.06794524	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.39772296	294	3	A lot.
47	15.37934828	292	5	Nike, because...
48	43.73448730	295	17	If you can't find what you are looking for, come to me and ask.
49	0.62713575	300	11	Don't go to bed too late or too early.
50	0.42740369	298	7	Keep your head in the game.
51	43.26626801	297	12	I don't like to gossip about others' personal lives.
52	42.64873815	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	43.55307508	288	9	how r u? can i help u?
54	10.45086408	291	8	Yes, I'm doing just fine.
55	43.69908690	290	5	We should be friends.
56	44.66066360	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	43.59398317	300	6	Thank you for your business.
58	0.58390784	299	11	Make a guest list, plan, and be prepared.
59	1.36617684	291	4	New York City.
60	39.95698571	292	9	Making clear requests and sticking to your guns.
61	2.80898380	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	44.18313217	292	8	How can I approach a new customer?
63	19.93771839	296	4	Have a backup.
64	45.56672359	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	41.62782693	290	12	Just got back in, and I'm feeling tired already.
66	13.14939976	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.13295269	301	8	Negotiate in a friendly manner.
68	42.29823065	297	9	I’m good thanks, yourself?
69	3.44109631	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.48262262	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.38935041	296	8	How can I stop procrastinating?
72	41.87169695	303	15	How can I take time to relax and be a well-rounded person?
73	14.40104699	300	14	What? I just asked if you're going out after work tonight.
74	41.36211801	303	11	Kids means more responsibility, time, and maintenance costs.
75	40.92145681	295	10	Be optimistic, be careful, and be prepared.
76	5.32827973	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	43.58800030	298	6	Ask for what you want.
78	41.96840882	291	9	How would you like your brain to be?
79	45.09715295	297	8	How can I deal with stressful situations?
80	0.50516248	294	9	Don't be afraid to take a chance.
81	3.10781503	288	10	How can I meet lots of cool new people?
82	1.79429126	295	10	The Brain is the size of the tip of your
83	9.79689217	292	7	We are not interested in humans.
84	0.46690965	297	6	A book on time management.
85	42.92336369	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	44.96975756	297	10	Plan ahead and be open to the many possibilities.
87	21.21605897	292	4	I am working.
88	42.39127398	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	42.03470612	300	5	I'll be there.
90	15.66152167	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	15.91025853	292	11	Well...It's cold, and I'm hungry.
92	38.81302571	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.40334702	298	17	No, I am not in Asda. I sell software services to other businesses.
94	42.81189704	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.46558309	301	8	Pick a day and see it through.
96	9.36544061	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	40.78046417	296	9	Never... well, except the old ways.
98	42.63707829	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	26.54638267	295	13	What was it exactly? I will need time to process this.
100	41.44657016	301	10	It's not possible to skype with you.
101	40.93025970	291	7	Taking a business approach to negotiation.
102	43.80159283	299	5	3:30AM.
103	40.48957753	295	8	I did. I saw a mouse.
104	42.02223897	287	8	A strong sense of self-awareness.
105	0.74058008	301	14	You're going to be spending a lot of time with your family.
106	1.24955058	290	12	Ask for exactly what you need in the most polite manner.
107	41.94128561	291	15	I'm working, but I'd like you to relax with a friend.
108	43.05828857	292	15	[  No, I don't know anything about going swimming, I'll
109	0.74109101	302	14	No way. You're the one who voted for this fucking guy.
110	9.12449813	297	5	You're so high.
111	21.81568146	296	12	School counselors are responsible for the safety of the whole school.
112	3.85339022	290	29	You should be nice, friendly, and open to all sorts of different viewpoints. To get the most out of this, be a good listener.
113	41.62869287	297	8	A cake, card, and present.
114	9.55918527	294	3	i'm bored
115	11.31342316	294	18	Cleaning the house is something that should be done, regardless of how busy one is.
116	46.06694961	305	5	I'm up for it
117	42.11809325	292	11	Being honest, being prepared, and showing good manners.
118	1.09796309	296	20	I don't want to be rude. I know that all of you live in the same neighborhood.
119	22.73140121	294	11	I am Sandra Donovan from BRAIN-Tec.
120	10.75464869	299	3	Can't go
121	10.32571507	298	27	That's very kind. This is Dr. Brain. I'm your host, and I'm here to give you a little help.
122	22.21817017	295	23	I'm really sorry to hear that, but I hope the rest of your day is less hectic than today.
123	2.91546583	292	12	Be patient. It's a skill that can be learned.
124	43.99600220	291	9	Taking a personal approach and being assertive.
125	21.41511273	288	1	Hey
126	0.74131680	298	14	Being passionate, having a plan, and always having an exit strategy.
127	42.87077379	294	11	Go if you have a good attitude and enjoy yourself.
128	45.53889585	299	8	I think that should be a priority.
129	0.38905787	293	6	Plan ahead and be prepared.
130	8.95008850	295	212	If it's worth it, put in the effort. I think the best thing to do in this situation is to not only take a deep breath, but also be ready and willing to walk away from the audition if you're not comfortable with the process. And this would be especially true if you're auditioning in front of someone you find intimidating or not very familiar with. I've been told by an auditioner that this is the most difficult part of the audition process for him. The other advice I would give here is to treat yourself the way you would want to be treated. If you feel nervous or intimidated, don't allow it to dictate your actions. Go in and do your best, no matter how bad it is. If it improves, great. If it doesn't, don't get too down on yourself. I have a friend who, if her first audition didn't go well, would get in her car and drive off crying. You can imagine how that would end up for her on the side of the highway or in a ditch.
131	12.12672138	295	9	Spending quality time with friends and family.
132	0.29283047	288	4	Are you okay?
133	4.45846915	298	29	We suggest starting with the customer by saying something like, “Welcome to Brain Doctors. I’m pleased to meet you.”
134	43.59641171	301	15	We will start next week, so I have not set the slot yet.
135	16.13657045	297	13	No. When we have, I'll get back to you.
136	43.77908707	305	16	Please leave a message or call if there is anything we can help you with.
137	0.50535583	299	9	Thank you. Your reward will be soon.
138	17.61740947	294	9	Follow up to any follow-up questions.
139	5.41821480	292	6	Take a break and relax.
140	4.19752860	293	6	Wake up on time.
141	4.03260398	292	13	Avoiding confrontations and accepting constructive criticism can improve team communication.
142	31.93074322	294	15	Yeah, this is the BRAIN. How can I solve your problem?
143	41.88889480	296	14	Do you see the difference between "dog" and "walked"?
144	18.01003742	297	11	What are some ways we might be able to communicate?
145	7.91785693	292	7	I am having a great day!
146	28.36354613	300	3	Sounds good!
147	41.96187234	295	5	Why do you ask?
148	0.62321424	289	12	Make sure you are comfortable with yourself before asking for anything.
149	1.13623667	297	10	Visit http://www.braincafe.it
150	0.79165030	298	5	We will be here.
151	40.41838789	292	13	I don't know... but I do know that we're working
152	0.62972140	325	11	Sorry, we have closed the call. Thank you.
153	43.85761380	309	24	I'm currently working. I have a lot of things to do. I'm not sure if I can do it.
154	43.35867476	289	11	Be prepared and understand your opponent's point of view.
155	19.15936971	296	4	What is it?
156	41.96896315	292	15	Practice first, get feedback, and get it all down on paper.
157	44.23923850	300	14	Be confident and never give in to someone who has control over you.
158	9.53369093	301	10	Nicky? Yeah, she was having sex with
159	43.33084154	292	5	Taking a new approach.
160	8.40047455	299	12	This is a personal message from your favorite website and we are
161	2.78039360	302	8	No bouncy castles in the hall.
162	10.24832368	299	11	You must first determine if you are looking for something.
163	10.53171563	291	2	Yes.
164	1.09398651	314	7	Keep your cool and be diplomatic.
165	0.66187382	290	7	Thanks. I love you to!
166	0.31064439	300	4	Incoming messages!
167	0.38791871	295	6	Start early and be prepared.
168	4.99917650	296	7	Imagine Dragons are coming to us!
169	50.66634035	361	50	The car did not appear to be at fault so there is little point having it checked. Can you describe the display message? Do you have your contract with a mechanic who services the cars on your car? I will add this information to the database.
