round	time	inputs	outputs	response
0	40.54308105	295	10	Keep the conversation simple and focus on the topic.
1	2.91804147	291	9	A great way to make life more enjoyable.
2	0.55919623	296	11	Giving each other room and respecting each other's opinions.
3	3.69854999	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	7.43811774	293	12	You can see all of our locations by visiting our website.
5	12.50957799	299	6	I am in the brain.
6	10.65466213	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.88891435	300	6	Stealing time to sleep.
8	1.53191161	312	8	Make an offer; bargain or accept.
9	14.27489257	290	7	How did you like the lecture?
10	3.16287208	293	13	Planning and setting up a party the day before or after.
11	2.08336329	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.95012522	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	25.00080538	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	42.62559295	299	9	What are the benefits of netflix family?
15	0.46160388	299	8	Be clear on what you really want.
16	38.95742607	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.78949046	307	10	Look at other options that may be less stressful.
18	10.48356986	294	9	I'm doing some work on my laptop.
19	4.25616527	299	11	Sorry, I don't understand what you're asking.
20	5.38220692	295	8	I just sent you a friend request.
21	43.62140036	296	7	Just read through the material thoroughly.
22	12.17758346	293	11	You know him. You think he's an idiot.
23	11.10127544	297	9	Think, be clear, and stay calm.
24	9.99534535	300	10	We sure hope they get the job, right?
25	2.06353283	296	8	Are you sure you want the first?
26	17.80121088	292	7	Be honest with yourself and others.
27	6.98168683	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	41.59283400	291	9	I'm in Washington, D.C.
29	4.07210302	297	10	I have an idea that'll cheer u up!
30	0.81209183	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	47.33783603	336	6	lily-oh-nine
32	0.61698055	291	12	Get to know a few of your partner's friends first.
33	40.48698092	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	43.57635641	302	6	I don't have it.
35	10.73947954	302	11	Ask him what he would like and act on it.
36	9.97458720	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.56218910	296	11	We're wired to be attracted to the wrong people.
38	41.90653062	292	13	You can become more persuasive by understanding the other person's perspective.
39	4.38781238	303	14	The key to negotiation is to be honest and clear from the start.
40	34.33261395	298	11	Let your landlord know you are ready to pay rent.
41	9.83468652	296	8	The following two options are both available:
42	10.47384453	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	40.16446590	295	7	I don't think I do.
44	41.51611233	303	6	Listen more than you speak.
45	3.50590730	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.69229722	294	3	A lot.
47	15.98991323	292	5	Nike, because...
48	43.16338563	295	17	If you can't find what you are looking for, come to me and ask.
49	0.60295224	300	11	Don't go to bed too late or too early.
50	0.43773961	298	7	Keep your head in the game.
51	41.50376654	297	12	I don't like to gossip about others' personal lives.
52	39.84649754	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	39.21224380	288	9	how r u? can i help u?
54	9.78280449	291	8	Yes, I'm doing just fine.
55	40.87796140	290	5	We should be friends.
56	42.20242596	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	41.55765891	300	6	Thank you for your business.
58	0.69205689	299	11	Make a guest list, plan, and be prepared.
59	1.64658642	291	4	New York City.
60	38.80950928	292	9	Making clear requests and sticking to your guns.
61	3.22553539	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	41.42879939	292	8	How can I approach a new customer?
63	18.19261885	296	4	Have a backup.
64	44.83023381	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	41.81200838	290	12	Just got back in, and I'm feeling tired already.
66	13.60529852	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.15090013	301	8	Negotiate in a friendly manner.
68	42.38182878	297	9	I’m good thanks, yourself?
69	3.57600069	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.47229838	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.37768817	296	8	How can I stop procrastinating?
72	43.23095846	303	15	How can I take time to relax and be a well-rounded person?
73	14.30667567	300	14	What? I just asked if you're going out after work tonight.
74	43.20927191	303	11	Kids means more responsibility, time, and maintenance costs.
75	39.06887603	295	10	Be optimistic, be careful, and be prepared.
76	5.01046014	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	40.74730062	298	6	Ask for what you want.
78	40.23430514	291	9	How would you like your brain to be?
79	42.89906645	297	8	How can I deal with stressful situations?
80	0.50209522	294	9	Don't be afraid to take a chance.
81	3.08391047	288	10	How can I meet lots of cool new people?
82	1.78206348	295	10	The Brain is the size of the tip of your
83	9.71749854	292	7	We are not interested in humans.
84	0.46349740	297	6	A book on time management.
85	39.81618118	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	40.53478622	297	10	Plan ahead and be open to the many possibilities.
87	20.70876741	292	4	I am working.
88	43.72120214	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	40.88570666	300	5	I'll be there.
90	16.10299182	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	15.78687716	292	11	Well...It's cold, and I'm hungry.
92	38.66179085	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.39286613	298	17	No, I am not in Asda. I sell software services to other businesses.
94	40.32236576	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.54872894	301	8	Pick a day and see it through.
96	11.25651479	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	40.51389885	296	9	Never... well, except the old ways.
98	40.38583326	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	24.50594902	295	13	What was it exactly? I will need time to process this.
100	40.91511989	301	10	It's not possible to skype with you.
101	41.24161863	291	7	Taking a business approach to negotiation.
102	40.91480184	299	5	3:30AM.
103	40.10781240	295	8	I did. I saw a mouse.
104	39.29866076	287	8	A strong sense of self-awareness.
105	0.73478031	301	14	You're going to be spending a lot of time with your family.
106	1.23645234	290	12	Ask for exactly what you need in the most polite manner.
