round	time	inputs	outputs	response
0	40.71219897	295	10	Keep the conversation simple and focus on the topic.
1	2.92469335	291	9	A great way to make life more enjoyable.
2	0.56089306	296	11	Giving each other room and respecting each other's opinions.
3	3.47249603	298	19	When you find yourself having to negotiate with others, consider how you would like to be treated.
4	6.99050045	293	12	You can see all of our locations by visiting our website.
5	11.84818602	299	6	I am in the brain.
6	10.62462950	296	11	Amazon, Zazzle, Gilt, or eBay
7	0.88211083	300	6	Stealing time to sleep.
8	1.52254057	312	8	Make an offer; bargain or accept.
9	14.34142494	290	7	How did you like the lecture?
10	3.16249537	293	13	Planning and setting up a party the day before or after.
11	2.08036876	293	17	You received a reward for your good behaviour. You may choose to keep the reward.
12	0.94529557	296	14	Improvise, be flexible, and engage in more challenging assignments.
13	25.01586914	294	22	If you’re going by car, you’ll arrive at your meeting room 15 minutes prior.
14	40.95996237	299	9	What are the benefits of netflix family?
15	0.45940113	299	8	Be clear on what you really want.
16	37.68722129	296	39	Get an excellent poker face, have a good relationship with a trusted confidant, and develop a relationship with the other party. Then be professional, be polite, and always stick to your guns.
17	16.81292939	307	10	Look at other options that may be less stressful.
18	10.42449379	294	9	I'm doing some work on my laptop.
19	4.24654341	299	11	Sorry, I don't understand what you're asking.
20	5.38088632	295	8	I just sent you a friend request.
21	40.40550494	296	7	Just read through the material thoroughly.
22	11.38693881	293	11	You know him. You think he's an idiot.
23	11.05700278	297	9	Think, be clear, and stay calm.
24	10.30430055	300	10	We sure hope they get the job, right?
25	2.06058455	296	8	Are you sure you want the first?
26	18.82219291	292	7	Be honest with yourself and others.
27	7.18712068	302	15	Not exactly sure what happened, but probably something to do with budget cuts.
28	39.72674656	291	9	I'm in Washington, D.C.
29	4.04035497	297	10	I have an idea that'll cheer u up!
30	0.80415726	298	17	Talk to your family about your financial problems, and figure out ways to solve them.
31	44.52411294	336	6	lily-oh-nine
32	0.61306977	291	12	Get to know a few of your partner's friends first.
33	42.65042853	295	25	Tell your spouse or partner what you need and expect. Do it in a way that doesn't set you up for failure.
34	44.09876680	302	6	I don't have it.
35	10.80539346	302	11	Ask him what he would like and act on it.
36	10.01085854	292	25	Check out our game if you want to give it a try. DA is a great way to make friends and have fun!
37	0.55916405	296	11	We're wired to be attracted to the wrong people.
38	39.88439631	292	13	You can become more persuasive by understanding the other person's perspective.
39	3.98480201	303	14	The key to negotiation is to be honest and clear from the start.
40	35.47230506	298	11	Let your landlord know you are ready to pay rent.
41	10.53810954	296	8	The following two options are both available:
42	10.43175602	327	45	Your trip is great and the connection is still working. The problem is the lack of bandwidth. We are doing fine here though and enjoying our holiday. Everything at home is good and our family is looking forward to seeing you.
43	42.59786367	295	7	I don't think I do.
44	43.80380297	303	6	Listen more than you speak.
45	2.87243843	299	17	You may not remember this, but you took my notebook home last time you visited.
46	1.38668752	294	3	A lot.
47	15.24079299	292	5	Nike, because...
48	40.68768692	295	17	If you can't find what you are looking for, come to me and ask.
49	0.57529020	300	11	Don't go to bed too late or too early.
50	0.42100024	298	7	Keep your head in the game.
51	41.63344741	297	12	I don't like to gossip about others' personal lives.
52	42.69516897	294	22	Keep a record of what has been discussed, and be prepared to walk out if an agreement is not reached.
53	41.18484235	288	9	how r u? can i help u?
54	9.73930931	291	8	Yes, I'm doing just fine.
55	39.69640374	290	5	We should be friends.
56	42.71890759	293	14	Pink roses, yellow roses, and red roses are the most popular.
57	43.80771232	300	6	Thank you for your business.
58	0.59436154	299	11	Make a guest list, plan, and be prepared.
59	1.34660697	291	4	New York City.
60	39.77910328	292	9	Making clear requests and sticking to your guns.
61	2.81818843	292	24	A thorough analysis of the situation, taking into account the other party’s needs and desires, will be critical.
62	42.69561028	292	8	How can I approach a new customer?
63	18.47096658	296	4	Have a backup.
64	47.68281937	307	30	I am very enthusiastic about the concept of Food Evening. I would love to involve more people and develop plans for them. Do you have any suggestions?
65	42.57486629	290	12	Just got back in, and I'm feeling tired already.
66	11.73311019	291	16	Don't get stuck in the past, keep the channel open for new opportunities.
67	1.11732507	301	8	Negotiate in a friendly manner.
68	41.90909100	297	9	I’m good thanks, yourself?
69	3.58049011	292	18	Being prepared, understanding the other person's interests, building and maintaining relationships, and listening.
70	1.46828866	303	34	Negotiation can only happen with good listening skills; if you have a good idea, it's always a good thing - even if you don't agree on every point.
71	1.37399030	296	8	How can I stop procrastinating?
72	44.81758785	303	15	How can I take time to relax and be a well-rounded person?
73	15.33335614	300	14	What? I just asked if you're going out after work tonight.
74	43.97165823	303	11	Kids means more responsibility, time, and maintenance costs.
75	41.79948950	295	10	Be optimistic, be careful, and be prepared.
76	5.36279941	306	15	Be prepared and be well-prepared when meeting a potential business partner.
77	43.58105779	298	6	Ask for what you want.
78	42.18109679	291	9	How would you like your brain to be?
79	43.33292842	297	8	How can I deal with stressful situations?
80	0.51932001	294	9	Don't be afraid to take a chance.
81	3.06478453	288	10	How can I meet lots of cool new people?
82	1.77181125	295	10	The Brain is the size of the tip of your
83	9.65118814	292	7	We are not interested in humans.
84	0.46099973	297	6	A book on time management.
85	43.30201292	294	19	Consider the features you need for your device, such as size, connectivity, and battery life.
86	44.63529348	297	10	Plan ahead and be open to the many possibilities.
87	21.29479885	292	4	I am working.
88	43.81150842	308	17	Make sure you have all the facts and figures on your side before entering a negotiation.
89	40.50264812	300	5	I'll be there.
90	14.43681479	296	17	Ask for what you're looking for, and make sure to have a backup plan.
91	16.81389284	292	11	Well...It's cold, and I'm hungry.
92	39.74752522	296	15	I'm fine. Is there anything else you'd like to talk about?
93	1.48849034	298	17	No, I am not in Asda. I sell software services to other businesses.
94	42.22540879	299	12	Have the right tools, prepare, negotiate, and listen.
95	0.50837612	301	8	Pick a day and see it through.
96	9.58891034	293	29	I know you have a job to do, so I won’t hold it against you if you can’t answer my question.
97	40.38988018	296	9	Never... well, except the old ways.
98	41.45312214	297	18	Negotiation is a part of every day life, and requires patience and a positive attitude.
99	24.36778975	295	13	What was it exactly? I will need time to process this.
100	43.39555383	301	10	It's not possible to skype with you.
101	42.29994941	291	7	Taking a business approach to negotiation.
102	43.22070050	299	5	3:30AM.
103	42.86210942	295	8	I did. I saw a mouse.
104	41.76625967	287	8	A strong sense of self-awareness.
105	0.75034094	301	14	You're going to be spending a lot of time with your family.
106	1.23301911	290	12	Ask for exactly what you need in the most polite manner.
107	42.01489377	291	15	I'm working, but I'd like you to relax with a friend.
108	40.98965049	292	15	[  No, I don't know anything about going swimming, I'll
109	0.73406839	302	14	No way. You're the one who voted for this fucking guy.
110	9.03045654	297	5	You're so high.
111	19.93900371	296	12	School counselors are responsible for the safety of the whole school.
112	3.49442792	290	29	You should be nice, friendly, and open to all sorts of different viewpoints. To get the most out of this, be a good listener.
113	41.80724025	297	8	A cake, card, and present.
114	8.66390562	294	3	i'm bored
115	9.94919181	294	18	Cleaning the house is something that should be done, regardless of how busy one is.
116	43.29190230	305	5	I'm up for it
117	42.27431798	292	11	Being honest, being prepared, and showing good manners.
118	0.98178720	296	20	I don't want to be rude. I know that all of you live in the same neighborhood.
119	24.01888204	294	11	I am Sandra Donovan from BRAIN-Tec.
120	11.59679985	299	3	Can't go
121	10.94246769	298	27	That's very kind. This is Dr. Brain. I'm your host, and I'm here to give you a little help.
122	23.55593276	295	23	I'm really sorry to hear that, but I hope the rest of your day is less hectic than today.
123	2.36526728	292	12	Be patient. It's a skill that can be learned.
124	39.67390037	291	9	Taking a personal approach and being assertive.
125	20.03285933	288	1	Hey
126	0.74039507	298	14	Being passionate, having a plan, and always having an exit strategy.
127	44.27209496	294	11	Go if you have a good attitude and enjoy yourself.
128	47.12357330	299	8	I think that should be a priority.
129	0.41156340	293	6	Plan ahead and be prepared.
